id,shape,price,carat,cut,color,clarity,report,type
10083633,10,450,0.31,5,1,3,1,1
10083837,10,450,0.3,3,6,1,1,1
10082919,10,450,0.3,4,1,1,1,1
10082558,10,450,0.3,3,2,2,1,1
9928575,8,450,0.3,4,1,6,1,1
9946466,3,450,0.3,4,6,1,1,1
10061044,3,450,0.3,5,2,3,1,1
10061739,10,450,0.3,3,1,3,1,1
10084607,10,450,0.3,3,3,2,1,1
10082925,10,450,0.31,4,2,3,1,1
10084382,10,450,0.3,3,6,1,1,1
10082044,10,450,0.3,5,2,3,1,1
10082670,10,450,0.31,5,5,1,1,1
10086257,10,450,0.3,3,1,2,1,1
10082830,10,450,0.3,5,1,2,1,1
10083103,10,450,0.3,5,1,2,1,1
10022198,7,450,0.3,3,2,4,1,1
9927934,7,450,0.3,4,2,2,1,1
10027538,10,450,0.31,5,1,1,1,1
10063065,10,450,0.3,4,1,2,1,1
10061039,7,450,0.33,4,2,2,1,1
10010990,3,450,0.32,4,2,2,1,1
10083605,10,450,0.3,4,1,1,1,1
10082891,10,450,0.3,5,2,1,1,1
10083439,10,450,0.31,4,1,6,1,1
10086601,10,450,0.3,5,1,1,1,1
10086748,10,450,0.3,5,2,2,1,1
10084980,10,450,0.3,5,2,2,1,1
10084285,10,450,0.3,3,1,2,1,1
10086206,10,450,0.3,3,1,1,1,1
10085674,10,450,0.3,4,6,1,1,1
10086650,10,450,0.3,3,2,1,1,1
10086497,10,450,0.3,4,1,2,1,1
10086426,10,450,0.3,4,1,1,1,1
10083097,10,450,0.3,4,2,1,1,1
9947097,3,450,0.3,4,2,5,1,1
10079247,3,450,0.3,4,2,6,1,1
10022703,3,450,0.3,4,4,2,1,1
9947688,3,450,0.34,4,3,2,1,1
10001730,3,450,0.3,4,2,4,1,1
9926827,5,450,0.3,4,4,2,1,1
9964206,3,450,0.3,4,2,2,1,1
10085768,10,450,0.3,3,2,2,1,1
10083553,10,450,0.3,4,1,4,1,1
10085650,10,450,0.33,5,1,2,1,1
10085263,10,450,0.3,3,2,2,1,1
10083491,10,450,0.32,4,2,3,1,1
10082913,10,450,0.3,5,1,1,1,1
10084613,10,450,0.3,3,3,2,1,1
10085086,10,450,0.3,3,2,1,1,1
10085338,10,450,0.3,5,1,4,1,1
10082730,10,450,0.3,4,2,2,1,1
10082136,10,450,0.3,3,1,2,1,1
9968560,3,450,0.3,3,4,2,1,1
9927219,7,450,0.3,4,3,2,1,1
10027789,3,450,0.32,4,2,2,1,1
9946196,3,450,0.3,4,2,4,1,1
10085851,10,450,0.31,5,2,2,1,1
10084376,10,450,0.31,5,3,2,1,1
10082545,10,450,0.31,5,3,1,1,1
10082991,10,450,0.3,3,5,1,1,1
10086362,10,450,0.3,5,2,1,1,1
10084464,10,450,0.34,5,1,1,1,1
10082844,10,450,0.33,4,2,1,1,1
10086234,10,450,0.31,3,1,1,1,1
9972704,3,450,0.3,5,5,1,1,1
9878088,8,460,0.3,4,3,3,1,1
9947648,3,460,0.3,4,4,2,1,1
10063113,7,460,0.3,4,1,5,1,1
9964074,10,460,0.3,4,1,2,1,1
10083205,10,460,0.31,5,3,2,1,1
10086554,10,460,0.31,3,3,2,1,1
10087220,10,460,0.32,5,3,1,1,1
10086626,10,460,0.3,5,1,1,1,1
10086614,10,460,0.3,3,4,1,1,1
10082466,10,460,0.3,3,1,4,1,1
9927875,7,460,0.3,4,2,4,1,1
9928538,8,460,0.3,4,5,1,1,1
9981984,10,460,0.3,4,1,2,1,1
10028167,3,460,0.3,4,7,1,1,1
9926638,5,460,0.3,3,2,6,1,1
10063014,10,460,0.3,3,1,3,1,1
10065765,3,460,0.3,4,4,2,1,1
9947638,3,460,0.3,4,2,3,1,1
10000690,10,460,0.31,5,2,3,1,1
10083181,10,460,0.31,5,2,3,1,1
10081956,10,460,0.31,4,5,1,1,1
10083721,10,460,0.3,4,6,1,1,1
10084273,10,460,0.3,3,2,1,1,1
10081906,10,460,0.3,3,5,1,1,1
10082453,10,460,0.35,5,1,2,1,1
10086706,10,460,0.3,3,1,4,1,1
10016982,7,460,0.32,4,2,2,1,1
9997035,7,460,0.3,3,5,1,1,1
9927143,7,460,0.3,3,5,1,1,1
9943590,3,460,0.35,4,4,1,1,1
10000568,10,460,0.3,5,2,3,1,1
10082801,10,460,0.3,5,1,4,1,1
10083822,10,460,0.33,4,1,1,1,1
10085965,10,460,0.32,4,1,2,1,1
10086258,10,460,0.33,5,2,1,1,1
10085699,10,460,0.3,5,3,2,1,1
10088197,10,460,0.3,3,1,2,1,1
10001793,3,460,0.34,4,2,3,1,1
10069714,5,460,0.3,3,2,5,1,1
10082257,10,460,0.31,5,1,4,1,1
10086106,10,460,0.3,5,4,1,1,1
10085782,10,460,0.33,5,1,1,1,1
10086427,10,460,0.3,4,6,1,1,1
10086361,10,460,0.3,3,5,1,1,1
10082960,10,460,0.3,5,1,2,1,1
10082568,10,460,0.3,4,3,2,1,1
10082066,10,460,0.3,3,2,2,1,1
9972834,7,460,0.3,3,5,1,1,1
9829452,8,460,0.26,3,4,4,1,1
9943886,3,460,0.3,5,2,4,1,1
9964271,3,460,0.3,4,6,2,1,1
9945930,3,460,0.33,4,2,2,1,1
10000654,10,460,0.3,4,2,3,1,1
10086094,10,460,0.37,5,1,1,1,1
10084693,10,460,0.31,5,1,1,1,1
10083600,10,460,0.3,5,1,1,1,1
10082933,10,460,0.3,5,2,2,1,1
10083214,10,460,0.3,3,4,2,1,1
10086591,10,460,0.3,4,2,6,1,1
10086261,10,460,0.3,5,1,1,1,1
10086166,10,460,0.31,5,1,2,1,1
10081899,10,460,0.3,5,1,1,1,1
9878266,8,470,0.25,3,6,3,1,1
9927697,7,470,0.32,4,4,1,1,1
9928690,7,470,0.3,2,6,1,1,1
9944285,3,470,0.32,4,6,2,1,1
10027972,7,470,0.3,4,2,3,1,1
9947114,3,470,0.33,4,2,2,1,1
10082451,10,470,0.25,5,5,2,1,1
10085460,10,470,0.3,3,1,4,1,1
10086397,10,470,0.34,5,1,3,1,1
10086640,10,470,0.35,4,1,1,1,1
10085982,10,470,0.3,3,4,1,1,1
10085396,10,470,0.32,4,1,1,1,1
10083398,10,470,0.3,5,2,2,1,1
10083466,10,470,0.3,3,4,1,1,1
10048816,7,470,0.3,2,3,2,1,1
10022220,5,470,0.3,4,5,2,1,1
9877558,8,470,0.25,2,5,4,1,1
10028372,10,470,0.3,4,1,1,1,1
10067431,10,470,0.25,4,5,3,1,1
10046600,10,470,0.3,2,6,1,1,1
10086433,10,470,0.3,3,1,4,1,1
10082236,10,470,0.34,3,1,3,1,1
10083562,10,470,0.3,5,3,2,1,1
10085047,10,470,0.3,3,4,1,1,1
10086183,10,470,0.25,5,3,3,1,1
10084519,10,470,0.3,3,4,1,1,1
10086585,10,470,0.3,5,2,2,1,1
10082671,10,470,0.38,4,1,1,1,1
9969063,8,470,0.3,4,2,4,1,1
10086146,10,470,0.3,3,1,3,1,1
9878139,8,470,0.25,4,5,4,1,1
9925932,7,470,0.32,4,2,3,1,1
9926207,7,470,0.3,4,2,5,1,1
10027810,3,470,0.3,3,3,2,1,1
9997034,8,470,0.31,4,2,1,1,1
10086245,10,470,0.3,4,2,4,1,1
10085097,10,470,0.3,3,2,3,1,1
10085797,10,470,0.37,5,1,2,1,1
10083582,10,470,0.32,4,3,2,1,1
10086396,10,470,0.3,5,1,4,1,1
10086381,10,470,0.3,3,3,1,1,1
10082631,10,470,0.3,4,2,1,1,1
9925764,8,470,0.3,4,6,2,1,1
10085774,10,470,0.34,4,1,1,1,1
10016796,3,470,0.3,4,6,1,1,1
10079325,3,470,0.3,4,2,2,1,1
10091366,3,470,0.3,4,2,4,1,1
9925401,7,470,0.31,4,2,6,1,1
9903246,10,470,0.31,3,2,3,1,1
9904454,10,470,0.25,5,2,6,1,1
10053297,3,470,0.3,4,7,1,1,1
9947590,3,470,0.3,4,3,2,1,1
10002303,10,470,0.3,5,1,1,1,1
9926512,7,470,0.3,4,3,2,1,1
10067349,7,470,0.3,4,2,4,1,1
10073484,10,470,0.3,2,5,2,1,1
9944950,3,470,0.3,4,5,2,1,1
9925553,7,470,0.3,4,3,3,1,1
9964002,10,470,0.3,3,1,4,1,1
10000499,10,470,0.3,5,2,3,1,1
10082387,10,470,0.3,3,5,1,1,1
10086700,10,470,0.31,5,1,2,1,1
10086408,10,470,0.3,5,1,3,1,1
10083543,10,470,0.3,5,1,1,1,1
9931183,7,470,0.3,4,5,2,1,1
10088199,3,470,0.3,4,2,7,1,1
10028754,3,470,0.37,4,2,2,1,1
9947596,3,470,0.3,4,2,3,1,1
9947221,3,470,0.3,4,4,2,1,1
9946031,3,470,0.3,4,6,2,1,1
10061698,7,470,0.3,4,3,3,1,1
10072410,10,470,0.3,3,2,1,1,1
10084150,10,470,0.3,3,6,1,1,1
10083907,10,470,0.31,3,5,1,1,1
10084147,10,470,0.33,5,1,3,1,1
10086054,10,470,0.3,3,5,2,1,1
10084107,10,470,0.3,3,6,1,1,1
10086090,10,470,0.31,5,1,3,1,1
10086447,10,470,0.3,5,4,2,1,1
10085880,10,470,0.3,5,1,2,1,1
10086065,10,470,0.3,4,5,1,1,1
10086313,10,470,0.3,5,4,1,1,1
10086210,10,470,0.3,5,3,2,1,1
9878785,8,480,0.3,4,4,2,1,1
9878429,8,480,0.3,4,4,2,1,1
9878364,8,480,0.3,3,4,2,1,1
9830220,8,480,0.3,4,4,2,1,1
9829339,8,480,0.3,4,4,2,1,1
9828699,8,480,0.28,4,6,3,1,1
9828099,8,480,0.3,4,4,2,1,1
10027544,3,480,0.3,4,4,2,1,1
9947520,3,480,0.37,5,1,4,1,1
10053268,10,480,0.3,3,2,1,1,1
10067466,10,480,0.3,3,2,4,1,1
10085487,10,480,0.31,5,3,1,1,1
10084258,10,480,0.3,3,6,1,1,1
10082086,10,480,0.32,5,1,4,1,1
10084831,10,480,0.3,5,2,3,1,1
10083824,10,480,0.31,3,4,1,1,1
10085535,10,480,0.31,5,1,4,1,1
10082958,10,480,0.3,3,1,5,1,1
10082168,10,480,0.3,4,2,3,1,1
9973882,7,480,0.3,4,4,1,1,1
10083474,10,480,0.3,5,3,1,1,1
10022059,3,480,0.3,4,3,3,1,1
9794178,5,480,0.3,4,5,1,1,1
10087528,5,480,0.3,4,4,2,1,1
9878747,8,480,0.3,4,6,1,1,1
9878622,8,480,0.3,3,4,4,1,1
9878316,8,480,0.28,3,4,3,1,1
9878273,8,480,0.3,3,4,2,1,1
9829842,8,480,0.3,4,4,2,1,1
9829705,8,480,0.25,4,7,3,1,1
9828735,8,480,0.3,4,4,2,1,1
9828086,8,480,0.3,3,4,2,1,1
9904382,10,480,0.32,3,3,1,1,1
9947635,3,480,0.34,4,2,3,1,1
10053093,3,480,0.32,4,2,3,1,1
9946296,3,480,0.31,5,5,2,1,1
9927423,8,480,0.3,4,2,4,1,1
9947332,5,480,0.3,3,5,2,1,1
9946023,8,480,0.31,4,2,3,1,1
10069539,10,480,0.31,4,3,1,1,1
9946227,3,480,0.31,4,3,2,1,1
10000670,10,480,0.3,5,2,4,1,1
10073109,7,480,0.3,4,3,2,1,1
10082472,10,480,0.33,5,2,2,1,1
10085547,10,480,0.25,4,5,2,1,1
10082258,10,480,0.34,4,1,2,1,1
10086074,10,480,0.3,5,2,6,1,1
10085822,10,480,0.32,5,1,3,1,1
10086538,10,480,0.35,5,2,1,1,1
10081917,10,480,0.31,5,2,2,1,1
9944511,3,480,0.3,4,7,1,1,1
10082098,10,480,0.3,5,3,1,1,1
9751144,4,480,0.3,3,3,1,1,1
10073515,10,480,0.3,2,6,1,1,1
9878637,8,480,0.3,4,3,5,1,1
9878549,8,480,0.3,3,4,2,1,1
9877724,8,480,0.3,2,4,3,1,1
9829576,8,480,0.3,3,4,4,1,1
9828876,8,480,0.25,4,6,3,1,1
9925423,7,480,0.31,3,6,1,1,1
9997135,8,480,0.3,4,5,1,1,1
9944445,3,480,0.3,4,5,2,1,1
9946224,3,480,0.3,4,2,4,1,1
10061181,3,480,0.31,4,2,2,1,1
10000601,10,480,0.3,5,2,4,1,1
10082094,10,480,0.34,5,1,4,1,1
10082557,10,480,0.3,4,2,3,1,1
10085168,10,480,0.3,3,2,2,1,1
10082306,10,480,0.32,4,2,4,1,1
10082404,10,480,0.3,3,2,3,1,1
10083549,10,480,0.3,4,6,1,1,1
10082135,10,480,0.25,5,6,2,1,1
10083301,3,480,0.4,2,1,3,1,1
10086181,10,480,0.3,4,3,1,1,1
10083500,10,480,0.31,5,2,2,1,1
10082481,10,480,0.3,5,2,1,1,1
10082586,10,480,0.3,4,2,1,1,1
10082444,10,480,0.3,3,2,2,1,1
10088164,10,480,0.3,3,2,2,1,1
10088377,3,480,0.3,4,4,2,1,1
9946601,3,480,0.35,4,1,5,1,1
9829247,8,480,0.25,2,6,3,1,1
9828461,8,480,0.31,2,4,2,1,1
9927036,8,480,0.3,4,2,2,1,1
9562426,10,480,0.31,5,1,4,1,1
9944614,3,480,0.31,4,2,3,1,1
9944339,3,480,0.3,5,3,2,1,1
10000605,10,480,0.3,5,2,4,1,1
10073388,7,480,0.3,3,2,3,1,1
10082569,10,480,0.32,5,1,3,1,1
10082165,10,480,0.3,4,4,1,1,1
10081979,10,480,0.3,5,1,4,1,1
10084296,10,480,0.3,3,4,1,1,1
10085365,10,480,0.31,5,4,1,1,1
10085195,10,480,0.31,3,4,1,1,1
10086140,10,480,0.3,5,3,1,1,1
9943712,3,480,0.31,5,6,1,1,1
10082459,10,480,0.3,5,3,1,1,1
10017903,10,480,0.3,4,1,2,1,1
9927109,7,480,0.3,3,5,2,1,1
9927766,7,480,0.3,4,5,2,1,1
9925859,10,480,0.3,5,1,2,1,1
10001796,3,480,0.3,4,5,2,1,1
9928201,7,480,0.36,4,2,2,1,1
10001840,10,480,0.31,4,1,2,1,1
9997765,3,480,0.3,4,5,2,1,1
9944806,7,480,0.3,4,5,2,1,1
10028040,3,480,0.31,4,2,5,1,1
10061123,10,480,0.32,4,1,3,1,1
9947279,3,480,0.31,4,4,2,1,1
9964789,5,480,0.3,4,6,2,1,1
10085382,10,480,0.3,4,6,1,1,1
10084215,10,480,0.3,5,2,1,1,1
10084455,10,480,0.3,5,4,1,1,1
10084490,10,480,0.25,5,5,2,1,1
10082893,10,480,0.33,5,3,2,1,1
10086434,10,480,0.3,5,2,6,1,1
10082221,10,480,0.31,5,1,1,1,1
10081918,10,480,0.25,5,5,2,1,1
9967844,3,480,0.3,3,7,1,1,1
10079111,10,480,0.3,4,1,2,1,1
10091822,10,480,0.3,4,5,1,1,1
9877873,8,490,0.3,3,4,3,1,1
9877446,8,490,0.31,4,4,2,1,1
9830676,8,490,0.3,3,5,2,1,1
9830574,8,490,0.3,3,6,1,1,1
9830140,8,490,0.3,2,5,2,1,1
9828417,8,490,0.26,4,4,5,1,1
9837657,10,490,0.31,5,2,4,1,1
10061633,10,490,0.3,5,1,2,1,1
9981801,3,490,0.33,4,3,2,1,1
10068604,8,490,0.31,3,3,4,1,1
10073503,10,490,0.3,3,2,3,1,1
9900138,10,490,0.31,5,1,3,1,1
9946932,3,490,0.3,4,5,2,1,1
9964295,7,490,0.3,4,5,1,1,1
10089142,8,490,0.3,1,1,4,1,1
10082534,10,490,0.3,4,6,1,1,1
10083461,10,490,0.31,5,1,4,1,1
10083579,10,490,0.33,3,4,1,1,1
10083533,10,490,0.31,5,4,1,1,1
10085926,10,490,0.34,4,5,1,1,1
10082270,10,490,0.32,5,1,3,1,1
10086646,10,490,0.3,3,3,2,1,1
10087303,10,490,0.32,3,3,1,1,1
10083842,10,490,0.34,3,1,4,1,1
9968008,7,490,0.3,3,4,2,1,1
9946382,3,490,0.3,3,6,2,1,1
10049259,4,490,0.3,3,4,1,1,1
9878725,8,490,0.31,4,4,2,1,1
9878258,8,490,0.3,4,3,4,1,1
9829612,8,490,0.31,2,2,3,1,1
9828810,8,490,0.26,3,5,3,1,1
9946076,5,490,0.3,3,5,2,1,1
9946051,3,490,0.3,4,5,2,1,1
9928045,7,490,0.3,4,3,2,1,1
10073600,10,490,0.3,4,1,5,1,1
10072882,7,490,0.3,3,5,2,1,1
10084276,10,490,0.34,5,1,5,1,1
10081977,10,490,0.32,5,2,1,1,1
10086510,10,490,0.31,5,4,2,1,1
10085951,10,490,0.34,5,4,1,1,1
10082657,10,490,0.27,5,5,2,1,1
10083949,10,490,0.3,5,5,2,1,1
9923448,10,490,0.3,4,2,2,1,1
10022694,7,490,0.3,4,5,2,1,1
10048814,3,490,0.3,4,5,3,1,1
9946120,3,490,0.34,4,4,2,1,1
10078955,7,490,0.3,4,5,1,1,1
9927347,8,490,0.3,4,5,2,1,1
10067482,10,490,0.25,5,5,3,1,1
9969714,7,490,0.3,3,3,2,1,1
9967945,8,490,0.3,4,2,2,1,1
10091285,3,490,0.31,4,2,6,1,1
9977276,3,490,0.3,3,6,2,1,1
9878551,8,490,0.3,4,4,3,1,1
9878482,8,490,0.27,4,5,3,1,1
9878264,8,490,0.3,4,4,3,1,1
9878134,8,490,0.31,4,4,2,1,1
9877444,8,490,0.31,3,4,2,1,1
9830421,8,490,0.3,2,6,1,1,1
9830408,8,490,0.3,3,6,1,1,1
9830015,8,490,0.31,3,4,3,1,1
9828428,8,490,0.3,2,5,2,1,1
9925017,7,490,0.3,4,6,2,1,1
10060930,10,490,0.29,3,1,3,1,1
9946478,3,490,0.3,4,5,2,1,1
9936116,7,490,0.33,4,4,1,1,1
9951735,7,490,0.3,4,3,2,1,1
10028079,10,490,0.3,5,1,2,1,1
10086519,10,490,0.3,3,4,1,1,1
10085121,10,490,0.34,3,1,4,1,1
10082145,10,490,0.32,5,2,3,1,1
10086323,10,490,0.35,5,1,4,1,1
10084851,10,490,0.32,5,2,4,1,1
10081966,10,490,0.3,5,3,1,1,1
10086011,10,490,0.26,5,6,2,1,1
10082809,10,490,0.32,5,1,3,1,1
10083384,10,490,0.3,5,2,1,1,1
10082597,10,490,0.31,5,2,2,1,1
10080384,10,490,0.26,4,4,4,1,1
9971958,7,490,0.31,4,4,2,1,1
9968686,3,490,0.3,3,6,2,1,1
10017546,3,490,0.3,4,6,2,1,1
9926023,5,490,0.3,3,6,2,1,1
9876397,4,490,0.3,3,3,1,1,1
10091269,3,490,0.31,4,4,2,1,1
9878756,8,490,0.31,3,4,2,1,1
9878576,8,490,0.3,4,4,3,1,1
9878454,8,490,0.31,4,4,2,1,1
9878302,8,490,0.3,4,4,3,1,1
9877974,8,490,0.3,4,4,3,1,1
9877501,8,490,0.27,4,5,3,1,1
9877450,8,490,0.3,3,5,2,1,1
9830393,8,490,0.3,4,4,3,1,1
9830130,8,490,0.3,2,5,2,1,1
9829949,8,490,0.3,3,5,2,1,1
9828205,8,490,0.25,4,7,4,1,1
9946617,3,490,0.3,4,5,2,1,1
10069616,7,490,0.3,4,2,5,1,1
10073193,3,490,0.3,3,5,2,1,1
10083625,10,490,0.3,4,2,4,1,1
10086547,10,490,0.3,5,1,5,1,1
10085107,10,490,0.34,5,2,2,1,1
10086228,10,490,0.3,5,1,4,1,1
10081990,10,490,0.3,5,1,4,1,1
10021679,7,490,0.3,4,6,2,1,1
10017428,7,490,0.33,4,3,2,1,1
10003738,3,490,0.3,4,2,1,1,1
9905511,5,490,0.3,3,6,1,1,1
9878855,8,490,0.3,4,4,3,1,1
9878796,8,490,0.31,4,4,2,1,1
9877899,8,490,0.3,3,5,2,1,1
10053269,8,490,0.31,4,4,2,1,1
9991034,3,490,0.3,4,2,5,1,1
10067456,10,490,0.25,4,5,3,1,1
9405188,10,490,0.27,5,2,5,1,1
9964047,5,490,0.34,4,2,3,1,1
9928082,5,490,0.35,4,4,1,1,1
10085518,10,490,0.3,5,2,2,1,1
10086246,10,490,0.3,3,5,1,1,1
10086430,10,490,0.31,5,2,5,1,1
10085510,10,490,0.3,5,3,2,1,1
10085443,10,490,0.33,5,1,4,1,1
10085741,10,490,0.3,3,2,3,1,1
10086747,10,490,0.31,5,4,1,1,1
10086126,10,490,0.33,5,2,1,1,1
10085997,10,490,0.31,3,4,1,1,1
10082521,10,490,0.31,5,2,2,1,1
10082054,10,490,0.3,3,2,3,1,1
10088229,10,490,0.3,3,2,2,1,1
10022500,3,490,0.31,3,5,2,1,1
10091099,8,490,0.3,4,3,3,1,1
9878289,8,500,0.3,4,6,1,1,1
9878231,8,500,0.32,4,2,5,1,1
9877881,8,500,0.3,4,4,4,1,1
9877513,8,500,0.3,4,5,2,1,1
9877531,8,500,0.3,4,6,1,1,1
9830322,8,500,0.3,4,5,2,1,1
9830116,8,500,0.3,4,6,1,1,1
9828382,8,500,0.3,3,6,1,1,1
9828365,8,500,0.3,2,6,2,1,1
9828311,8,500,0.3,4,5,2,1,1
9376800,10,500,0.3,3,1,4,1,1
9921801,5,500,0.3,4,5,2,1,1
10027825,10,500,0.3,3,3,1,1,1
10065659,7,500,0.3,4,5,1,1,1
9927177,7,500,0.3,4,6,2,1,1
10069746,7,500,0.3,4,1,6,1,1
10084911,10,500,0.34,5,5,1,1,1
10086438,10,500,0.33,5,6,1,1,1
10085936,10,500,0.3,5,2,3,1,1
10086639,10,500,0.3,3,5,1,1,1
10085911,10,500,0.34,5,5,1,1,1
10085068,10,500,0.34,5,5,1,1,1
9968961,3,500,0.4,4,3,1,1,1
10016536,3,500,0.34,4,5,1,1,1
10089859,10,500,0.3,4,1,3,1,1
10087346,10,500,0.3,2,4,2,1,1
9878800,8,500,0.3,4,5,2,1,1
9878710,8,500,0.3,4,5,2,1,1
9877943,8,500,0.3,4,5,2,1,1
9877600,8,500,0.3,4,4,4,1,1
9877506,8,500,0.3,4,5,2,1,1
9877498,8,500,0.3,4,5,2,1,1
9828722,8,500,0.31,4,6,1,1,1
9828127,8,500,0.3,3,5,2,1,1
9453924,10,500,0.29,3,1,3,1,1
10039547,10,500,0.3,2,5,1,1,1
9982505,7,500,0.3,4,5,2,1,1
10061029,5,500,0.3,4,3,2,1,1
10060976,7,500,0.3,3,4,2,1,1
10082378,10,500,0.3,5,2,6,1,1
10084141,10,500,0.3,3,6,2,1,1
10087212,10,500,0.3,3,5,1,1,1
10086367,10,500,0.32,5,3,2,1,1
10086117,10,500,0.3,4,5,1,1,1
9945173,3,500,0.35,4,2,5,1,1
10089897,10,500,0.34,4,5,1,1,1
9946462,3,500,0.3,4,5,2,1,1
9813630,4,500,0.31,3,4,1,1,1
10087929,5,500,0.33,4,3,2,1,1
10091755,10,500,0.3,3,2,2,1,1
9878587,8,500,0.3,4,5,2,1,1
9878578,8,500,0.3,4,5,2,1,1
